ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,resp_pkts,anon_orig,anon_resp
2019-12-26T19:10:21.155439Z,C84n9531jY6RvMYEla,123.135.127.85,46494,181.230.98.8,22,tcp,-,0.244587,0,0,RSTO,4,2,none,uva
2019-12-26T19:11:26.165382Z,CLMiiwKArnYS6kq31,123.135.127.85,46494,181.230.210.231,22,tcp,-,0.236706,0,0,RSTO,4,2,none,uva
2019-12-26T19:14:42.088324Z,C2XLmV1OyEuAINGNB6,123.135.127.85,46494,181.230.49.106,22,tcp,-,0.238686,0,0,RSTO,4,2,none,uva
2019-12-26T19:23:41.967493Z,CYOa6F3UGEQ6uBYYV5,123.135.127.85,46494,181.230.243.227,22,tcp,-,0.244786,0,0,RSTO,4,2,none,uva
2019-12-26T19:25:21.460642Z,CYIYO44bxI4tiLMNDa,123.135.127.85,46494,181.230.42.113,22,tcp,-,0.236298,0,0,RSTO,4,2,none,uva
2019-12-26T19:25:45.335328Z,CvZxTE74GEGXzW1Lc,123.135.127.85,46494,181.230.46.235,22,tcp,-,0.239898,0,0,RSTO,4,2,none,uva
2019-12-26T19:26:15.347075Z,CwJ52SwSWsPdnBVag,123.135.127.85,46494,181.230.42.70,22,tcp,-,0.270941,0,0,RSTO,4,2,none,uva
2019-12-26T19:26:51.028188Z,CVVheW391DfbyjAew9,123.135.127.85,46494,181.230.42.55,22,tcp,-,0.23925,0,0,RSTO,4,2,none,uva
2019-12-26T19:32:04.574359Z,CWAiUUVYLPDL9oLhg,123.135.127.85,46494,181.230.216.105,22,tcp,-,0.234458,0,0,RSTO,4,2,none,uva
2019-12-26T19:32:21.011878Z,CyO3f72cRIeFSIUUIj,123.135.127.85,46494,181.230.216.73,22,tcp,-,0.238912,0,0,RSTO,4,2,none,uva
2019-12-26T19:32:42.472377Z,CPYx9G3bJFsV0A5vke,123.135.127.85,46494,181.230.216.83,22,tcp,-,0.237948,0,0,RSTO,4,2,none,uva
